"feature","coefficient"
"COSMIC_ID_X907295",0.488484375674419
"COSMIC_ID_X907298",-0.588891810742824
"COSMIC_ID_X907299",-0.989504330395112
"COSMIC_ID_X907300",-0.171679948158628
"COSMIC_ID_X907311",-0.419793390973783
"COSMIC_ID_X907312",-0.786552052251323
"COSMIC_ID_X907313",-0.189638514496018
"COSMIC_ID_X907314",0.665717090284775
"COSMIC_ID_X907317",-0.691115859703166
"COSMIC_ID_X907318",-0.562176057363073
"COSMIC_ID_X907319",-0.26626938397783
"COSMIC_ID_X907320",-0.0382767620559749
"COSMIC_ID_X907321",-0.252030290043793
"COSMIC_ID_X907322",0.0336032864320423
"COSMIC_ID_X907323",-0.317605970575542
"COSMIC_ID_X907783",-0.292435986887927
"COSMIC_ID_X907786",-0.752288774695778
"COSMIC_ID_X907787",-0.128221440709504
"COSMIC_ID_X907788",-0.908751789089402
"COSMIC_ID_X907789",-0.0272527279906479
"COSMIC_ID_X907790",-0.460094025413982
"COSMIC_ID_X907791",0.924735314079027
"COSMIC_ID_X907792",0.975538215959524
"COSMIC_ID_X907794",0.0990359817380592
"COSMIC_ID_X907795",-0.635683815924895
"COSMIC_ID_X907796",0.455233653818483
"COSMIC_ID_X907799",-0.365468609315546
"COSMIC_ID_X908118",-0.65932730026234
"COSMIC_ID_X908120",1.11859324326448
"COSMIC_ID_X908121",-0.312297401681538
"COSMIC_ID_X908122",-0.756180263850372
"COSMIC_ID_X908123",-0.884914259925792
"COSMIC_ID_X908124",-0.376697703686653
"COSMIC_ID_X908125",0.449790650537194
"COSMIC_ID_X908126",0.122916027218976
"COSMIC_ID_X908127",-0.451245829804648
"COSMIC_ID_X908128",0.722480861648596
"COSMIC_ID_X908129",0.299068327466607
"COSMIC_ID_X908130",0.330597078034293
"COSMIC_ID_X908131",0.124371174219752
"COSMIC_ID_X908132",-0.235045834773597
"COSMIC_ID_X908134",0.285195572931008
"COSMIC_ID_X908135",-0.448963814665261
"COSMIC_ID_X908136",0.266029174106803
"COSMIC_ID_X908138",0.286908018580148
"COSMIC_ID_X908139",0.497248481065874
"COSMIC_ID_X908141",-0.52344619577089
"COSMIC_ID_X908142",-0.2814903914951
"COSMIC_ID_X908143",0.807545667254792
"COSMIC_ID_X908144",0.193506862054541
"COSMIC_ID_X908145",-0.791245552365361
"COSMIC_ID_X908146",-0.0067702831638955
"COSMIC_ID_X908147",-0.617795874102118
"COSMIC_ID_X908148",-0.553754870165236
"COSMIC_ID_X908149",0.867493375983388
"COSMIC_ID_X908150",-0.31081597041873
